P15 | 177788.589500 | 233.078000 | 220.000000
F12 | 177909.088100 | 305.236800 | 130.000000
F13 | 177895.126300 | 13.961800 | 95.000000
P16 | 177759.643600 | 28.945900 | 200.000000
P17 | 177773.452800 | 13.809200 | 210.000000
P18 | 177671.386700 | 102.066100 | 210.000000
P19 | 177723.754900 | 52.368200 | 220.000000
F14 | 177622.482300 | 272.644000 | 195.000000
P20 | 177641.128500 | 82.626400 | 240.000000
F15 | 177626.525900 | 4.043600 | 190.000000
P21 | 177639.633200 | 1.495300 | 210.000000
P22 | 177640.777600 | 1.144400 | 215.000000
P23 | 177676.712000 | 35.934400 | 230.000000
P24 | 177680.191000 | 3.479000 | 210.000000
P25 | 177630.920400 | 49.270600 | 205.000000
P26 | 177613.037100 | 17.883300 | 210.000000
F16 | 177673.339800 | 46.813900 | 185.000000
P27 | 177643.310500 | 30.273400 | 225.000000
P28 | 177636.169400 | 7.141100 | 225.000000
P29 | 177656.585700 | 20.416300 | 215.000000
F17 | 177685.287500 | 11.947700 | 140.000000
F18 | 177606.781000 | 78.506500 | 35.000000
P30 | 177724.533100 | 67.947400 | 235.000000
P31 | 177695.877100 | 28.656000 | 275.000000
P32 | 177684.051500 | 11.825600 | 205.000000
P33 | 177732.833900 | 48.782400 | 210.000000
F19 | 177493.759200 | 113.021800 | 170.000000
P34 | 177724.273700 | 8.560200 | 255.000000
F20 | 177663.497900 | 169.738700 | 180.000000
P35 | 177727.783200 | 3.509500 | 205.000000
F21 | 177693.145800 | 29.647900 | 180.000000
P36 | 177725.326500 | 2.456700 | 235.000000
F22 | 177650.299100 | 42.846700 | 175.000000
P37 | 177712.219200 | 13.107300 | 230.000000
F23 | 177854.751600 | 204.452500 | 190.000000
P38 | 177731.308000 | 19.088800 | 205.000000
F24 | 177700.744600 | 154.007000 | 155.000000
F25 | 177915.741000 | 214.996400 | 190.000000
F26 | 177791.259800 | 124.481200 | 175.000000
P39 | 177882.522600 | 151.214600 | 210.000000
F27 | 177722.183200 | 69.076600 | 160.000000
P40 | 177746.490500 | 136.032100 | 230.000000
F28 | 177747.955300 | 25.772100 | 165.000000
P41 | 177753.967300 | 7.476800 | 215.000000
F29 | 177689.453100 | 58.502200 | 170.000000
P42 | 177793.518100 | 39.550800 | 200.000000
F30 | 177761.108400 | 71.655300 | 170.000000
P43 | 177853.485100 | 59.967000 | 220.000000
F31 | 177725.463900 | 35.644500 | 155.000000
P44 | 177860.687300 | 7.202200 | 210.000000
F32 | 177777.679400 | 52.215500 | 160.000000
P45 | 177879.852300 | 19.165000 | 230.000000
F33 | 177721.420300 | 56.259100 | 165.000000
P46 | 177782.241800 | 97.610500 | 225.000000
F34 | 177733.932500 | 12.512200 | 180.000000
P47 | 177821.807900 | 39.566100 | 215.000000
F35 | 177937.881500 | 203.949000 | 190.000000
P48 | 177806.366000 | 15.441900 | 205.000000
F36 | 177779.434200 | 158.447300 | 190.000000
F37 | 177819.519000 | 40.084800 | 195.000000
F38 | 177780.410800 | 39.108200 | 185.000000
P49 | 177884.262100 | 77.896100 | 225.000000
F39 | 177820.770300 | 40.359500 | 190.000000
P50 | 177786.361700 | 97.900400 | 215.000000
F40 | 177758.178700 | 62.591600 | 175.000000
F41 | 177883.697500 | 125.518800 | 195.000000
F42 | 177754.333500 | 129.364000 | 185.000000
P51 | 177859.649700 | 73.288000 | 230.000000
F43 | 177766.128500 | 11.795000 | 155.000000
P52 | 177874.267600 | 14.617900 | 205.000000
F44 | 177785.827600 | 19.699100 | 180.000000
P53 | 177862.060500 | 12.207100 | 205.000000
F45 | 177751.373300 | 34.454300 | 150.000000
P54 | 177913.589500 | 51.529000 | 220.000000
F46 | 177786.758400 | 35.385100 | 155.000000
F47 | 177843.322800 | 56.564400 | 195.000000
F48 | 177766.235400 | 77.087400 | 175.000000
P55 | 177899.292000 | 14.297500 | 220.000000
F49 | 177786.743200 | 20.507800 | 165.000000
P56 | 177962.814300 | 63.522300 | 235.000000
F50 | 177801.223800 | 14.480600 | 185.000000
P57 | 177883.850100 | 78.964200 | 200.000000
F51 | 177789.581300 | 11.642500 | 170.000000
P58 | 177907.684300 | 23.834200 | 220.000000
F52 | 177811.981200 | 22.399900 | 160.000000
P59 | 177896.286000 | 11.398300 | 215.000000
F53 | 177831.619300 | 19.638100 | 160.000000
P60 | 177899.444600 | 3.158600 | 245.000000
F54 | 177840.484600 | 8.865300 | 175.000000
P61 | 177875.976600 | 23.468000 | 215.000000
F55 | 177837.036100 | 3.448500 | 155.000000
P62 | 177928.283700 | 52.307100 | 250.000000
F56 | 177856.613200 | 19.577100 | 170.000000
P63 | 177935.607900 | 7.324200 | 235.000000
F57 | 177895.477300 | 38.864100 | 170.000000
P64 | 177904.129000 | 31.478900 | 230.000000
F58 | 177857.650800 | 37.826500 | 175.000000
P65 | 177974.929800 | 70.800800 | 210.000000
F59 | 177853.607200 | 4.043600 | 175.000000
P66 | 177941.436800 | 33.493000 | 225.000000
F60 | 177875.991800 | 22.384600 | 180.000000
P67 | 177936.950700 | 4.486100 | 200.000000
F61 | 177909.027100 | 33.035300 | 190.000000
P68 | 177941.421500 | 4.470800 | 260.000000
F62 | 177848.571800 | 60.455300 | 185.000000
P69 | 177984.771700 | 43.350200 | 220.000000
F63 | 177873.733500 | 25.161700 | 180.000000
P70 | 177940.795900 | 43.975800 | 230.000000
F64 | 177912.521400 | 38.787900 | 160.000000
F65 | 178005.996700 | 93.475300 | 190.000000
F66 | 177941.299400 | 64.697300 | 170.000000
F67 | 178060.714700 | 119.415300 | 65.000000
F68 | 178050.506600 | 10.208100 | 155.000000
F69 | 177981.842000 | 68.664600 | 155.000000
P71 | 178047.775300 | 106.979400 | 230.000000
F70 | 177904.235800 | 77.606200 | 155.000000
P72 | 178015.075700 | 32.699600 | 210.000000
F71 | 177906.707800 | 2.472000 | 160.000000
F72 | 178008.087200 | 101.379400 | 115.000000
F73 | 177987.640400 | 20.446800 | 85.000000
F74 | 177903.930700 | 83.709700 | 170.000000
P73 | 178031.204200 | 16.128500 | 225.000000
F75 | 178001.632700 | 97.702000 | 160.000000
P74 | 178089.325000 | 58.120800 | 205.000000
F76 | 178101.654100 | 100.021400 | 160.000000
P75 | 178167.175300 | 77.850300 | 200.000000
F77 | 178107.666000 | 6.011900 | 160.000000
P76 | 178132.919300 | 34.256000 | 220.000000
F78 | 178115.173300 | 7.507300 | 170.000000
P77 | 178034.362800 | 98.556500 | 225.000000
F79 | 177933.914200 | 181.259100 | 160.000000
P78 | 178069.076500 | 34.713700 | 235.000000
F80 | 178044.891400 | 110.977200 | 155.000000
P79 | 178013.031000 | 56.045500 | 210.000000
F81 | 177973.175000 | 71.716400 | 155.000000
F82 | 177969.345100 | 3.829900 | 175.000000
F83 | 177923.141500 | 46.203600 | 175.000000
P80 | 178045.623800 | 32.592800 | 220.000000
F84 | 177962.326000 | 39.184500 | 160.000000
F85 | 177963.012700 | 0.686700 | 185.000000
F86 | 177961.151100 | 1.861600 | 165.000000
F87 | 177442.367600 | 518.783500 | 15.000000
P81 | 177968.383800 | 77.240000 | 200.000000
F88 | 178026.382400 | 584.014800 | 180.000000
F89 | 177995.986900 | 30.395500 | 190.000000
F90 | 178039.321900 | 43.335000 | 155.000000
P82 | 177972.564700 | 4.180900 | 205.000000
F91 | 177775.497400 | 263.824500 | 165.000000
P83 | 178014.740000 | 42.175300 | 205.000000
P84 | 178062.011700 | 47.271700 | 210.000000
P85 | 178022.186300 | 39.825400 | 200.000000
F92 | 178021.331800 | 245.834400 | 195.000000
P86 | 178050.399800 | 28.213500 | 210.000000
P87 | 178038.513200 | 11.886600 | 240.000000
P88 | 178094.009400 | 55.496200 | 225.000000
F93 | 177999.252300 | 22.079500 | 0.000000
P89 | 178021.865800 | 72.143600 | 215.000000
F94 | 178110.626200 | 111.373900 | 135.000000
F95 | 178069.076500 | 41.549700 | 55.000000
F96 | 178134.643600 | 65.567100 | 185.000000
P90 | 178146.774300 | 124.908500 | 205.000000
F97 | 178255.294800 | 120.651200 | 170.000000
P91 | 178154.830900 | 8.056600 | 220.000000
F98 | 178090.118400 | 165.176400 | 165.000000
P92 | 178201.660200 | 46.829300 | 215.000000
F99 | 178118.118300 | 27.999900 | 165.000000
P93 | 178139.877300 | 61.782900 | 205.000000
P94 | 178195.571900 | 55.694600 | 210.000000
P95 | 178045.196500 | 150.375400 | 205.000000
F100 | 178145.126300 | 27.008000 | 190.000000
F101 | 178089.294400 | 55.831900 | 60.000000
F102 | 178085.830700 | 3.463700 | 80.000000
F103 | 178045.791600 | 40.039100 | 35.000000
P96 | 178125.228900 | 80.032400 | 215.000000
P97 | 178090.103100 | 35.125800 | 235.000000
P98 | 178142.822300 | 52.719200 | 200.000000
P99 | 178107.955900 | 34.866400 | 225.000000
P100 | 178111.145000 | 3.189100 | 215.000000
P101 | 178116.836500 | 5.691500 | 235.000000
F104 | 178041.748000 | 4.043600 | 165.000000
P102 | 178104.126000 | 12.710500 | 210.000000
F105 | 178015.213000 | 26.535000 | 165.000000
P103 | 178113.235500 | 9.109500 | 210.000000
F106 | 178045.486500 | 30.273500 | 160.000000
F107 | 178121.109000 | 75.622500 | 110.000000
F108 | 178097.763100 | 23.345900 | 70.000000
P104 | 178114.044200 | 0.808700 | 215.000000
F109 | 178135.299700 | 37.536600 | 155.000000
F110 | 178100.387600 | 34.912100 | 70.000000
F111 | 178271.225000 | 170.837400 | 185.000000
P105 | 178191.162100 | 77.117900 | 225.000000
P106 | 178075.592000 | 115.570100 | 210.000000
P107 | 178164.794900 | 89.202900 | 210.000000
P108 | 178121.200600 | 43.594300 | 215.000000
F112 | 178153.366100 | 117.858900 | 195.000000
F113 | 178155.349700 | 1.983600 | 195.000000
P109 | 178194.320700 | 73.120100 | 225.000000
F114 | 178137.008700 | 18.341000 | 195.000000
P110 | 178135.894800 | 58.425900 | 200.000000
P111 | 178120.056200 | 15.838600 | 230.000000
P112 | 178142.974900 | 22.918700 | 210.000000
P113 | 178143.615700 | 0.640800 | 215.000000
P114 | 178205.307000 | 61.691300 | 240.000000
P115 | 178155.838000 | 49.469000 | 215.000000
P116 | 178181.243900 | 25.405900 | 210.000000
P117 | 178126.785300 | 54.458600 | 215.000000
P118 | 178200.836200 | 74.050900 | 225.000000
F115 | 178190.338100 | 53.329400 | 190.000000
P119 | 178194.747900 | 6.088300 | 215.000000
P120 | 178138.656600 | 56.091300 | 205.000000
P121 | 178244.186400 | 105.529800 | 225.000000
P122 | 178213.302600 | 30.883800 | 205.000000
F116 | 178178.344700 | 11.993400 | 185.000000
P123 | 178182.861300 | 30.441300 | 205.000000
P124 | 178305.313100 | 122.451800 | 220.000000
P125 | 178218.124400 | 87.188700 | 200.000000
F117 | 178178.024300 | 0.320400 | 195.000000
P126 | 178290.405300 | 72.280900 | 225.000000
P127 | 178195.632900 | 94.772400 | 210.000000
P128 | 178214.859000 | 19.226100 | 200.000000
F118 | 178186.767600 | 8.743300 | 40.000000
F119 | 178191.665600 | 4.898000 | 165.000000
F120 | 178075.088500 | 116.577100 | 0.000000
P129 | 178198.867800 | 15.991200 | 230.000000
P130 | 178210.144000 | 11.276200 | 210.000000
P131 | 178225.341800 | 15.197800 | 205.000000
P132 | 178192.001300 | 33.340500 | 250.000000
P133 | 178198.257400 | 6.256100 | 215.000000
F121 | 178219.558700 | 144.470200 | 130.000000
F122 | 178193.771400 | 25.787300 | 65.000000
P134 | 178247.787500 | 49.530100 | 215.000000
P135 | 178227.035500 | 20.752000 | 215.000000
F123 | 178245.300300 | 51.528900 | 195.000000
P136 | 178263.641400 | 36.605900 | 210.000000
F124 | 178240.844700 | 4.455600 | 190.000000
P137 | 178224.609400 | 39.032000 | 205.000000
F125 | 178172.943100 | 67.901600 | 195.000000
P138 | 178265.762300 | 41.152900 | 245.000000
F126 | 178249.176000 | 76.232900 | 190.000000
P139 | 178292.266800 | 26.504500 | 215.000000
F127 | 178265.380900 | 16.204900 | 195.000000
P140 | 178243.316700 | 48.950100 | 220.000000
F128 | 178431.198100 | 165.817200 | 195.000000
P141 | 178283.004800 | 39.688100 | 220.000000
F129 | 178381.134000 | 50.064100 | 180.000000
P142 | 178335.495000 | 52.490200 | 200.000000
P143 | 178300.750700 | 34.744300 | 200.000000
P144 | 178312.393200 | 11.642500 | 215.000000
P145 | 178382.751500 | 70.358300 | 205.000000
P146 | 178300.918600 | 81.832900 | 210.000000
F130 | 178370.117200 | 11.016800 | 190.000000
F131 | 178350.692700 | 19.424500 | 195.000000
P147 | 178450.408900 | 149.490300 | 200.000000
P148 | 178406.051600 | 44.357300 | 205.000000
F132 | 178334.289600 | 16.403100 | 185.000000
P149 | 178292.358400 | 113.693200 | 260.000000
P150 | 178266.830400 | 25.528000 | 200.000000
P151 | 178272.522000 | 5.691600 | 225.000000
F133 | 178273.483300 | 60.806300 | 175.000000
F134 | 178341.873200 | 68.389900 | 190.000000
F135 | 178298.568700 | 43.304500 | 180.000000
P152 | 178290.908800 | 18.386800 | 235.000000
F136 | 178280.288700 | 18.280000 | 190.000000
P153 | 178272.903400 | 18.005400 | 210.000000
F137 | 178286.117600 | 5.828900 | 190.000000
F138 | 178272.522000 | 13.595600 | 190.000000
F139 | 178340.347300 | 67.825300 | 85.000000
F140 | 178248.733500 | 91.613800 | 55.000000
F141 | 178307.586700 | 58.853200 | 190.000000
P154 | 178338.729900 | 65.826500 | 200.000000
P155 | 178280.166600 | 58.563300 | 225.000000
F142 | 178458.282500 | 150.695800 | 180.000000
P156 | 178290.741000 | 10.574400 | 210.000000
F143 | 178292.434700 | 165.847800 | 185.000000
P157 | 178330.551100 | 39.810100 | 220.000000
F144 | 178329.238900 | 36.804200 | 185.000000
F145 | 178291.992200 | 37.246700 | 195.000000
F146 | 178304.245000 | 12.252800 | 195.000000
P158 | 178334.060700 | 3.509600 | 205.000000
P159 | 178289.276100 | 44.784600 | 205.000000
F147 | 178311.996500 | 7.751500 | 195.000000
F148 | 178697.143600 | 385.147100 | 195.000000
F149 | 178381.591800 | 315.551800 | 185.000000
F150 | 178409.408600 | 27.816800 | 185.000000
P160 | 178363.601700 | 74.325600 | 210.000000
P161 | 178342.834500 | 20.767200 | 200.000000
P162 | 178354.751600 | 11.917100 | 200.000000
F151 | 178458.435100 | 49.026500 | 195.000000
F152 | 178316.268900 | 142.166200 | 195.000000
P163 | 178355.987500 | 1.235900 | 215.000000
P164 | 178375.839200 | 19.851700 | 240.000000
P165 | 178391.204800 | 15.365600 | 205.000000
P166 | 178371.765100 | 19.439700 | 215.000000
P167 | 178358.062700 | 13.702400 | 205.000000
F153 | 178440.658600 | 124.389700 | 195.000000
F154 | 178453.231800 | 12.573200 | 190.000000
P168 | 178407.012900 | 48.950200 | 215.000000
F155 | 178445.617700 | 7.614100 | 185.000000
F156 | 178434.158300 | 11.459400 | 195.000000
F157 | 178391.693100 | 42.465200 | 185.000000
P169 | 178369.049100 | 37.963800 | 225.000000
F158 | 178420.501700 | 28.808600 | 180.000000
P170 | 178402.664200 | 33.615100 | 205.000000
F159 | 178401.458700 | 19.043000 | 170.000000
P171 | 178509.750400 | 107.086200 | 240.000000
F160 | 178456.726100 | 55.267400 | 190.000000
P172 | 178448.135400 | 61.615000 | 225.000000
P173 | 178475.738500 | 27.603100 | 200.000000
P174 | 178442.855800 | 32.882700 | 215.000000
F161 | 178391.906700 | 64.819400 | 185.000000
P175 | 178425.827000 | 17.028800 | 235.000000
P176 | 178454.055800 | 28.228800 | 220.000000
P177 | 178439.773600 | 14.282200 | 215.000000
P178 | 178422.821000 | 16.952600 | 200.000000
P179 | 178429.489100 | 6.668100 | 220.000000
P180 | 178406.326300 | 23.162800 | 210.000000
P181 | 178418.518100 | 12.191800 | 230.000000
F162 | 178477.905300 | 85.998600 | 75.000000
F163 | 178434.249900 | 43.655400 | 100.000000
F164 | 178429.306000 | 4.943900 | 180.000000
F165 | 178485.351600 | 56.045600 | 95.000000
F166 | 178439.834600 | 45.517000 | 100.000000
P182 | 178521.804800 | 103.286700 | 225.000000
P183 | 178581.481900 | 59.677100 | 210.000000
P184 | 178486.908000 | 94.573900 | 210.000000
F167 | 178443.252600 | 3.418000 | 80.000000
F168 | 178394.851700 | 48.400900 | 105.000000
P185 | 178474.426300 | 12.481700 | 205.000000
P186 | 178404.235800 | 70.190500 | 200.000000
P187 | 178475.891100 | 71.655300 | 215.000000
P188 | 178453.002900 | 22.888200 | 205.000000
P189 | 178491.989100 | 38.986200 | 210.000000
P190 | 178447.174100 | 44.815000 | 205.000000
P191 | 178463.470500 | 16.296400 | 225.000000
P192 | 178467.056300 | 3.585800 | 210.000000
F169 | 178436.187700 | 41.336000 | 195.000000
P193 | 178501.770000 | 34.713700 | 205.000000
P194 | 178488.189700 | 13.580300 | 225.000000
P195 | 178477.035500 | 11.154200 | 205.000000
F170 | 178503.158600 | 66.970900 | 190.000000
P196 | 178479.660000 | 2.624500 | 205.000000
P197 | 178575.012200 | 95.352200 | 210.000000
F171 | 178481.521600 | 21.637000 | 65.000000
F172 | 178436.599700 | 44.921900 | 80.000000
P198 | 178565.307600 | 9.704600 | 205.000000
F173 | 178119.293200 | 317.306500 | 5.000000
F174 | 178487.014800 | 367.721600 | 185.000000
F175 | 178530.365000 | 43.350200 | 195.000000
F176 | 178498.992900 | 31.372100 | 180.000000
P199 | 178603.668200 | 38.360600 | 205.000000
F177 | 178518.020600 | 19.027700 | 180.000000
F178 | 178553.176900 | 35.156300 | 190.000000
F179 | 178513.107300 | 40.069600 | 185.000000
P200 | 178565.048200 | 38.620000 | 215.000000
F180 | 178538.314800 | 25.207500 | 185.000000
F181 | 178552.215600 | 13.900800 | 180.000000
F182 | 178477.523800 | 74.691800 | 190.000000
F183 | 178555.084200 | 77.560400 | 190.000000
F184 | 178504.852300 | 50.231900 | 185.000000
F185 | 178515.197800 | 10.345500 | 150.000000
F186 | 178429.519700 | 85.678100 | 5.000000
F187 | 178491.592400 | 62.072700 | 190.000000
P201 | 178601.776100 | 36.727900 | 210.000000
F188 | 178527.755700 | 36.163300 | 195.000000
P202 | 178675.109900 | 73.333800 | 235.000000
P203 | 178522.903400 | 152.206500 | 205.000000
P204 | 178533.752400 | 10.849000 | 205.000000
F189 | 178564.209000 | 36.453300 | 180.000000
F190 | 178555.557300 | 8.651700 | 185.000000
F191 | 178563.064600 | 7.507300 | 180.000000
P205 | 178544.250500 | 10.498100 | 205.000000
P206 | 178562.332200 | 18.081700 | 215.000000
F192 | 177988.113400 | 574.951200 | 0.000000
F193 | 178555.999800 | 567.886400 | 190.000000
F194 | 178571.258500 | 15.258700 | 195.000000
P207 | 178597.274800 | 34.942600 | 200.000000
P208 | 178550.460800 | 46.814000 | 200.000000
P209 | 178560.836800 | 10.376000 | 210.000000
P210 | 178601.379400 | 40.542600 | 215.000000
P211 | 178572.967500 | 28.411900 | 215.000000
P212 | 178543.060300 | 29.907200 | 210.000000
P213 | 178575.637800 | 32.577500 | 230.000000
P214 | 178561.477700 | 14.160100 | 205.000000
P215 | 178584.137000 | 22.659300 | 215.000000
P216 | 178667.694100 | 83.557100 | 205.000000
P217 | 178685.760500 | 18.066400 | 210.000000
F195 | 178636.749300 | 65.490800 | 195.000000
F196 | 178546.585100 | 90.164200 | 175.000000
F197 | 178607.009900 | 60.424800 | 190.000000
F198 | 178592.620800 | 14.389100 | 185.000000
F199 | 178598.815900 | 6.195100 | 155.000000
P218 | 178723.388700 | 37.628200 | 225.000000
F200 | 178637.695300 | 38.879400 | 185.000000
P219 | 178672.699000 | 50.689700 | 200.000000
F201 | 178624.191300 | 13.504000 | 195.000000
F202 | 178588.455200 | 35.736100 | 185.000000
F203 | 178657.440200 | 68.985000 | 190.000000
P220 | 178636.886600 | 35.812400 | 215.000000
F204 | 178644.592300 | 12.847900 | 195.000000
P221 | 178696.838400 | 59.951800 | 225.000000
P222 | 178719.848600 | 23.010200 | 220.000000
P223 | 178617.401100 | 102.447500 | 230.000000
P224 | 178659.454300 | 42.053200 | 215.000000
P225 | 178661.041300 | 1.587000 | 220.000000
P226 | 178676.178000 | 15.136700 | 220.000000
P227 | 178640.380900 | 35.797100 | 220.000000
F205 | 178677.185100 | 32.592800 | 195.000000
P228 | 178695.343000 | 54.962100 | 210.000000
F206 | 178734.802200 | 57.617100 | 85.000000
F207 | 178687.408400 | 47.393800 | 100.000000
P229 | 178719.177200 | 23.834200 | 235.000000
F208 | 178766.372700 | 78.964300 | 195.000000
P230 | 178660.171500 | 59.005700 | 225.000000
F209 | 178699.554400 | 66.818300 | 195.000000
P231 | 178624.420200 | 35.751300 | 205.000000
P232 | 178651.046800 | 26.626600 | 210.000000
F210 | 178672.378500 | 27.175900 | 195.000000
F211 | 178637.329100 | 35.049400 | 180.000000
F212 | 178670.532200 | 33.203100 | 195.000000
F213 | 178675.521900 | 4.989700 | 190.000000
F214 | 178730.407700 | 54.885800 | 190.000000
F215 | 178929.794300 | 199.386600 | 180.000000
P233 | 178890.167200 | 239.120400 | 235.000000
F216 | 178193.756100 | 736.038200 | 10.000000
F217 | 178755.401600 | 561.645500 | 80.000000
F218 | 178675.613400 | 79.788200 | 80.000000
P234 | 178786.865200 | 103.302000 | 200.000000
F219 | 178238.418600 | 437.194800 | 0.000000
F220 | 178802.368200 | 563.949600 | 190.000000
P235 | 178678.787200 | 108.078000 | 210.000000
P236 | 178767.730700 | 88.943500 | 205.000000
F221 | 178654.388400 | 147.979800 | 185.000000
F222 | 178716.293300 | 61.904900 | 195.000000
P237 | 178676.330600 | 91.400100 | 215.000000
P238 | 178720.703100 | 44.372500 | 200.000000
P239 | 178665.374800 | 55.328300 | 215.000000
F223 | 178707.794200 | 8.499100 | 190.000000
P240 | 178685.058600 | 19.683800 | 215.000000
P241 | 178699.447600 | 14.389000 | 200.000000
P242 | 178734.954800 | 35.507200 | 215.000000
F224 | 178711.074800 | 3.280600 | 185.000000
P243 | 178677.368200 | 57.586600 | 210.000000
P244 | 178722.625700 | 45.257500 | 205.000000
P245 | 178691.131600 | 31.494100 | 220.000000
F225 | 178763.916000 | 52.841200 | 190.000000
P246 | 178694.625900 | 3.494300 | 200.000000
P247 | 178763.961800 | 69.335900 | 205.000000
P248 | 178747.619600 | 16.342200 | 210.000000
F226 | 178900.802600 | 136.886600 | 180.000000
F227 | 178878.173800 | 22.628800 | 80.000000
F228 | 178872.833300 | 5.340500 | 125.000000
P249 | 178893.722500 | 146.102900 | 210.000000
P250 | 178891.433700 | 2.288800 | 200.000000
P251 | 178961.029100 | 69.595400 | 225.000000
P252 | 178854.507400 | 106.521700 | 225.000000
F229 | 178883.941700 | 11.108400 | 190.000000
P253 | 178824.890100 | 29.617300 | 200.000000
P254 | 178829.345700 | 4.455600 | 205.000000
P255 | 178859.252900 | 29.907200 | 215.000000
F230 | 178815.292400 | 68.649300 | 195.000000
P256 | 178795.791600 | 63.461300 | 205.000000
F231 | 178841.049200 | 25.756800 | 95.000000
F232 | 178781.173700 | 59.875500 | 80.000000
F233 | 178428.268400 | 352.905300 | 5.000000
F234 | 178773.712200 | 345.443800 | 195.000000
P257 | 178787.567100 | 8.224500 | 220.000000
P258 | 178789.337200 | 1.770100 | 210.000000
P259 | 178797.485400 | 8.148200 | 205.000000
P260 | 178768.997200 | 28.488200 | 235.000000
P261 | 178896.789600 | 127.792400 | 225.000000
P262 | 178789.444000 | 107.345600 | 205.000000
P263 | 178795.990000 | 6.546000 | 215.000000
P264 | 178851.532000 | 55.542000 | 210.000000
P265 | 178839.874300 | 11.657700 | 215.000000
P266 | 178802.688600 | 37.185700 | 200.000000
F235 | 178730.911300 | 42.800900 | 190.000000
P267 | 178762.329100 | 40.359500 | 250.000000
O0 | 179046.279900 | 0.000000 | 28175.000000
O0 | 179100.296000 | 0.000000 | 1205.000000
P268 | 178988.998400 | 226.669300 | 215.000000
P269 | 179122.528100 | 133.529700 | 200.000000
P270 | 179005.661000 | 116.867100 | 230.000000
P271 | 179065.322900 | 59.661900 | 200.000000
P272 | 179066.619900 | 1.297000 | 230.000000
P273 | 178986.022900 | 80.597000 | 200.000000
P274 | 179085.968000 | 99.945100 | 245.000000
F236 | 179032.318100 | 301.406800 | 190.000000
P275 | 179101.257300 | 15.289300 | 200.000000
P276 | 179063.568100 | 37.689200 | 200.000000
F237 | 178236.007700 | 796.310400 | 0.000000
P277 | 179035.797100 | 27.771000 | 230.000000
F238 | 179005.081200 | 769.073500 | 190.000000
P278 | 179093.612700 | 57.815600 | 230.000000
P279 | 179161.743200 | 68.130500 | 210.000000
P280 | 179159.545900 | 2.197300 | 215.000000
F239 | 179102.279700 | 97.198500 | 190.000000
P281 | 179092.254600 | 67.291300 | 255.000000
F240 | 178859.237700 | 243.042000 | 195.000000
P282 | 179170.623800 | 78.369200 | 210.000000
P283 | 179053.451500 | 117.172300 | 200.000000
P284 | 179110.473600 | 57.022100 | 220.000000
F241 | 179052.780200 | 193.542500 | 195.000000
P285 | 179106.063800 | 4.409800 | 215.000000
P286 | 179084.899900 | 21.163900 | 230.000000
P287 | 179089.721700 | 4.821800 | 205.000000
P288 | 179096.359300 | 6.637600 | 205.000000
P289 | 179104.492200 | 8.132900 | 230.000000
F242 | 178997.482300 | 55.297900 | 195.000000
P290 | 179156.967200 | 52.475000 | 205.000000
F243 | 179170.242300 | 172.760000 | 190.000000
F244 | 179270.370500 | 100.128200 | 185.000000
F245 | 179223.770100 | 46.600400 | 195.000000
F246 | 179192.276000 | 31.494100 | 190.000000
P291 | 179179.046600 | 22.079400 | 200.000000
P292 | 179193.054200 | 14.007600 | 205.000000
P293 | 179083.892800 | 109.161400 | 210.000000
P294 | 179222.168000 | 138.275200 | 215.000000
P295 | 179131.820700 | 90.347300 | 205.000000
P296 | 179212.921100 | 81.100400 | 205.000000
